Date,PM2.5,PM10,NO2,CO
31.05.2022,90.61,343.01,78.09,1.6
01.06.2022,77.4,321.38,86.3,1
02.06.2022,56.3,246.73,88.45,1.13
03.06.2022,73.66,273.43,91.95,1.54
04.06.2022,61.46,235.12,96.15,1.25
05.06.2022,39.9,229.92,65.83,0.78
06.06.2022,46.72,234.67,71.72,1.11
07.06.2022,72.58,388.56,67.38,1.01
08.06.2022,56.29,349.82,59.05,0.93
09.06.2022,43.76,259.7,58.3,0.83
10.06.2022,57.81,342.92,60.42,1.12
11.06.2022,48.09,268,45.15,0.6
12.06.2022,54.11,269.79,55.02,1.19
13.06.2022,38.56,224.51,51.52,0.79
14.06.2022,37.56,230.45,42.39,0.17
15.06.2022,23.63,135.69,34.29,0.11
16.06.2022,23.78,138.23,37.09,0.5
17.06.2022,22.66,87.81,37.83,0.71
18.06.2022,31.29,79.83,32.57,0.5
19.06.2022,32.61,91.98,41.15,0.71
20.06.2022,36.58,127.96,52,0.72
21.06.2022,43.04,143.69,51.16,0.76
22.06.2022,45.77,156.4,43.37,0.77
23.06.2022,42.77,172.69,55.97,0.66
24.06.2022,56.34,212.65,68.81,1.07
25.06.2022,72,256.65,57.54,1.21
26.06.2022,52.12,157.5,32.43,0.72
27.06.2022,45.74,124.98,24.71,0.67
28.06.2022,69.65,175.9,31.35,0.72
29.06.2022,51.81,178.93,34.28,0.59
30.06.2022,29.26,69.54,36.41,0.76
01.07.2022,26.02,62.57,32.14,0.62
02.07.2022,33.92,88.6,30.06,0.67
03.07.2022,26.38,66.99,33,0.9
04.07.2022,52.92,128.04,48.07,0.82
05.07.2022,55.53,121.55,34.94,0.72
06.07.2022,44.28,99.13,24.34,0.59
07.07.2022,32.2,95.12,22.92,0.58
08.07.2022,27.24,96.39,32.18,0.74
09.07.2022,33.67,111.46,25.37,0.66
10.07.2022,29.85,83.22,26.15,0.76
11.07.2022,39.01,100.59,51.95,1.04
12.07.2022,34.95,91.15,53.04,1.06
13.07.2022,29.85,86,43.43,0.89
14.07.2022,22.75,80.41,48.18,0.73
15.07.2022,18.91,77.46,29.29,0.4
16.07.2022,17.3,57.52,39.22,0.73
17.07.2022,21.51,54.42,29.93,0.71
18.07.2022,34.29,94.62,37.64,0.97
19.07.2022,37.33,113.91,57.73,1.01
20.07.2022,32.76,101,44.18,0.65
21.07.2022,45.24,112.39,50.41,0.94
22.07.2022,53.74,115.88,42.49,0.99
23.07.2022,23.55,59.21,20.75,0.57
24.07.2022,19.22,63.46,25.01,0.61
25.07.2022,19.07,58.7,20.25,0.56
26.07.2022,23.52,66.76,24.78,0.68
27.07.2022,24.82,73.48,22.93,0.71
28.07.2022,14.22,55.83,37.06,0.91
29.07.2022,13.33,51.29,30.27,0.72
30.07.2022,15.94,58.53,31.87,0.83
31.07.2022,22.21,60.6,32.89,0.83
01.08.2022,31.82,92.6,38.17,1.02
02.08.2022,27.41,85.39,41.2,0.9
03.08.2022,49.26,144.97,54.78,1.25
04.08.2022,38.14,99.98,32.4,0.53
05.08.2022,32.78,73.7,34.93,0.9
06.08.2022,48.54,111.07,35.97,0.86
07.08.2022,35.18,86.56,32.48,0.8
08.08.2022,35.25,96.86,37.21,1.04
09.08.2022,30.95,99.68,30.91,0.85
10.08.2022,17.77,80.15,25.74,0.67
11.08.2022,10.44,58.18,22.81,0.71
12.08.2022,13.8,66.38,19.13,0.58
13.08.2022,23.6,71.09,23.19,0.73
14.08.2022,24.95,60.32,32.53,0.79
15.08.2022,11.8,42.18,19.91,0.5
16.08.2022,9.19,55.7,14.75,0.65
17.08.2022,8.19,51.88,25.32,0.69
18.08.2022,16.27,78.4,33.09,0.81
19.08.2022,12.3,62.11,34.52,0.61
20.08.2022,25.83,96.83,49.69,0.82
21.08.2022,43.28,121.7,51.08,0.98
22.08.2022,25.53,97.18,31.13,0.59
23.08.2022,18,84.11,18.97,0.5
24.08.2022,17.68,64.89,30.24,0.7
25.08.2022,29.93,107.3,40.63,0.92
26.08.2022,25.44,105.07,42.85,0.73
27.08.2022,23.58,100.81,36.75,0.59
28.08.2022,27.31,130.57,34.04,0.61
29.08.2022,33.39,129.79,36.52,0.66
30.08.2022,48.04,124.84,56.11,1.09
31.08.2022,35.92,123.28,49.25,0.77
01.09.2022,36.27,110.78,53.68,0.88
02.09.2022,40.52,138.69,59.82,1.14
03.09.2022,23.4,92.14,42.05,0.75
04.09.2022,16.72,67.9,34.43,0.54
05.09.2022,18.54,78.18,42.4,0.73
06.09.2022,33.04,142.15,47.53,0.79
07.09.2022,42.79,118.44,56.25,0.84
08.09.2022,55.65,139.33,42.6,0.86
09.09.2022,51.77,117.84,31.71,0.65
10.09.2022,49.33,106.59,31.12,0.71
11.09.2022,26.52,70.72,23.19,0.61
12.09.2022,19.15,73.1,27.32,0.63
13.09.2022,13.37,63.86,28.44,0.52
14.09.2022,11.14,49.88,29.28,0.55
15.09.2022,16.52,36.93,24.59,0.57
16.09.2022,14.91,26.42,29.98,0.77
17.09.2022,31.65,91.55,34.72,0.67
18.09.2022,44.24,125.49,41.79,1.08
19.09.2022,72.91,178.52,57.3,1.35
20.09.2022,47.4,128.76,48.68,1.04
21.09.2022,40.89,101.93,46.47,1.07
22.09.2022,23.92,42.25,37.83,0.53
23.09.2022,24.16,38.06,37.38,0.8
24.09.2022,19.93,30.62,24.06,0.46
25.09.2022,22.57,55.35,36.78,0.98
26.09.2022,46.09,113.75,53.23,1.46
27.09.2022,35.15,110.05,50.42,1.01
28.09.2022,51.91,159.19,58.85,1.32
29.09.2022,60.34,156.16,63.35,1.26
30.09.2022,75.32,174.64,67.39,1.38
01.10.2022,78.95,185.26,72.42,1.62
02.10.2022,61.27,172.17,61.59,1.25
03.10.2022,34.4,126.27,57.46,0.9
04.10.2022,56.93,153.06,73.43,1.23
05.10.2022,91.35,190.1,64.8,1.09
06.10.2022,10.76,50.47,20.75,0.29
07.10.2022,9.18,38.79,25.11,0.57
08.10.2022,6.94,16.38,21.38,0.29
09.10.2022,6.18,9.73,26.52,0.33
10.10.2022,8.08,16.77,33.86,0.33
11.10.2022,35.8,89.23,45.35,1.25
12.10.2022,65.59,161.31,62.09,1.3
13.10.2022,49.41,154.92,66.23,1.43
14.10.2022,65.21,179.68,77.09,1.75
15.10.2022,83.81,222.68,82.73,2.19
16.10.2022,94.41,237.45,84.74,2.25
17.10.2022,92.54,239.08,94.21,2.61
18.10.2022,102.98,283.17,94.39,2.86
19.10.2022,99.16,292.61,89.15,1.89
20.10.2022,118.99,338.65,106.22,2.38
21.10.2022,126.59,324.22,101.65,2.34
22.10.2022,108.43,269.21,88.21,2.27
23.10.2022,127.11,253.27,98.08,2.47
24.10.2022,216.73,273.43,83.31,1.74
25.10.2022,165.09,268.13,75.55,2.02
26.10.2022,139.11,281.73,93.83,2.84
27.10.2022,212.77,382.03,97.08,3.24
28.10.2022,213.59,419.85,126.28,4.35
29.10.2022,231.43,416.86,111.6,3.69
30.10.2022,191.22,366.72,102.43,3.13
31.10.2022,250.49,454.33,115.22,2.88
01.11.2022,255.51,455.43,106.96,3.34
02.11.2022,237.53,431.6,95.15,2.52
03.11.2022,384.99,580.82,108.31,3.58
04.11.2022,335.54,546.64,87.91,3.39
05.11.2022,191.47,325.91,55.75,2.2
06.11.2022,173.69,319.53,69.84,2.64
07.11.2022,185.51,341.43,72.08,3.44
08.11.2022,234.08,394.07,71.83,3.44
09.11.2022,106.08,250.31,68.71,2.63
10.11.2022,155.22,289.44,84.58,2.39
11.11.2022,214.77,347.36,80.66,1.46
12.11.2022,181.18,283.99,85.51,2.11
13.11.2022,158.73,270.15,85.4,2.85
14.11.2022,128.17,256.75,74.89,2.55
15.11.2022,95.94,235.95,94.4,3.3
16.11.2022,112.1,220.41,82.88,1.79
17.11.2022,129.65,234.41,79.13,1.97
18.11.2022,145.27,252.3,86.91,2.68
19.11.2022,127.19,261.63,104.09,2.89
20.11.2022,155.59,271.29,98.22,0
21.11.2022,135.96,250.91,93.18,2.82
22.11.2022,103.36,217.22,87.58,1.7
23.11.2022,87.11,208.38,84.96,1.58
24.11.2022,98.9,224.6,88.04,1.13
25.11.2022,150.65,292.81,93.83,2.14
